country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
JPN,2013,2,short,3,11,56,6,2,2,3,2,3,4,5,8,14,22,40,75,162,368,813,1985,7349,4432,11844,9024,19912,.,.
JPN,2013,2,short,3,12,36,3,2,1,2,4,4,8,15,31,48,71,94,131,192,350,724,1440,4560,2901,7116,5773,10959,.,.
JPN,2013,2,short,3,13,0,1,0,0,1,1,3,2,4,4,7,14,26,38,62,110,189,326,691,485,1007,757,1721,.,.
JPN,2013,2,short,3,14,2,2,1,0,0,2,3,5,6,4,11,17,26,58,102,218,525,1260,4946,3094,7802,6468,11617,.,.
JPN,2013,2,short,3,15,1500,36,5,4,2,4,4,4,4,4,4,5,4,8,9,14,18,28,69,57,87,78,113,.,.
JPN,2013,2,short,3,16,105,26,13,21,81,162,157,167,167,177,210,229,239,277,366,568,884,1426,3318,2286,4909,3943,7671,.,.
JPN,2014,2,short,3,0,1987,185,71,66,126,227,285,366,510,765,1193,1803,2623,3819,5610,9012,16510,32694,104788,66788,162555,130739,255761,.,.
JPN,2014,2,short,3,1,69,22,2,2,1,4,2,8,7,9,10,25,40,70,132,264,544,978,2209,1709,2971,2577,4124,.,.
JPN,2014,2,short,3,2,29,26,21,15,20,32,59,113,207,374,635,1031,1585,2224,3064,4179,6186,9633,17689,14722,22199,20744,26461,.,.
JPN,2014,2,short,3,3,11,4,1,1,1,1,0,1,4,2,3,4,9,16,22,42,69,158,467,308,709,591,1056,.,.
JPN,2014,2,short,3,4,13,3,1,1,1,4,2,5,8,11,20,26,36,58,95,156,327,663,2078,1338,3202,2631,4876,.,.
JPN,2014,2,short,3,5,0,0,0,1,2,1,3,5,5,9,8,9,9,13,14,38,104,362,2541,1159,4643,3176,8939,.,.
JPN,2014,2,short,3,6,34,14,6,7,8,5,11,8,12,13,18,32,43,82,135,267,523,1068,2827,1969,4132,3535,5883,.,.
JPN,2014,2,short,3,7,72,8,3,3,6,8,13,25,34,59,99,143,215,350,592,1196,2690,6203,26254,14983,43388,33278,73007,.,.
JPN,2014,2,short,3,8,11,1,4,3,2,4,8,10,20,54,86,151,172,255,394,703,1520,3556,13168,8007,21014,16962,32887,.,.
JPN,2014,2,short,3,9,0,1,0,0,0,0,3,2,4,6,11,17,37,61,105,177,352,746,2036,1429,2958,2559,4129,.,.
JPN,2014,2,short,3,10,36,22,5,4,2,4,3,6,8,13,22,31,49,105,175,432,1132,2975,14685,8021,24815,18592,43047,.,.
JPN,2014,2,short,3,11,69,5,2,1,1,2,5,5,7,9,12,20,42,84,147,365,836,1922,7371,4354,11958,9330,19657,.,.
JPN,2014,2,short,3,12,54,3,1,0,2,5,4,11,17,31,49,67,85,131,188,345,692,1443,4527,2881,7030,5777,10703,.,.
JPN,2014,2,short,3,13,0,1,0,0,1,1,1,1,4,7,6,10,19,44,61,108,199,317,722,531,1013,799,1639,.,.
JPN,2014,2,short,3,14,2,1,0,1,0,1,1,6,4,5,11,17,30,56,107,214,489,1269,4852,3025,7630,6200,11819,.,.
JPN,2014,2,short,3,15,1478,42,9,3,5,5,5,2,2,4,3,5,6,10,9,15,16,26,70,56,90,82,115,.,.
JPN,2014,2,short,3,16,108,33,16,24,74,151,166,157,167,160,201,218,246,260,374,508,829,1375,3290,2296,4801,3907,7421,.,.
JPN,2015,2,short,3,0,1832,176,78,74,133,204,267,345,478,749,1146,1777,2455,3676,5448,9015,16045,32055,104611,65983,161755,128909,255792,.,.
JPN,2015,2,short,3,1,47,16,4,3,3,4,4,5,7,9,12,22,37,70,121,248,486,925,2182,1667,2943,2545,4085,.,.
JPN,2015,2,short,3,2,36,21,21,24,24,25,60,118,197,359,606,1025,1501,2158,2998,4218,6113,9543,17897,14708,22613,21127,26867,.,.
JPN,2015,2,short,3,3,11,4,2,0,1,0,2,1,3,2,3,5,10,15,16,46,75,153,438,302,640,499,1043,.,.
JPN,2015,2,short,3,4,5,2,1,0,1,3,4,5,7,13,17,20,30,52,83,159,320,636,2062,1348,3118,2518,4838,.,.
JPN,2015,2,short,3,5,0,1,0,0,0,2,1,4,6,9,8,9,11,12,19,35,109,357,2599,1183,4694,3224,8902,.,.
JPN,2015,2,short,3,6,38,16,9,4,8,8,11,8,14,14,19,30,54,98,148,286,531,1112,3176,2252,4543,3775,6742,.,.
JPN,2015,2,short,3,7,59,13,4,3,6,8,12,16,32,57,98,146,187,333,580,1186,2488,5960,25686,14363,42438,32175,71821,.,.
JPN,2015,2,short,3,8,2,1,2,3,2,4,6,14,25,54,88,135,164,243,365,702,1454,3371,12790,7700,20319,15997,32693,.,.
JPN,2015,2,short,3,9,0,1,0,0,0,1,1,1,3,6,15,19,25,62,118,189,350,719,2112,1496,3024,2559,4356,.,.
JPN,2015,2,short,3,10,29,12,6,2,3,4,5,8,7,9,14,30,43,89,173,409,1086,2972,14718,7838,24897,18809,42327,.,.
JPN,2015,2,short,3,11,61,8,2,3,3,3,3,3,5,9,13,24,34,73,154,373,839,1986,7572,4509,12103,9244,20290,.,.
JPN,2015,2,short,3,12,47,5,3,3,2,3,6,7,16,30,41,68,90,124,194,336,676,1395,4500,2836,6961,5488,11176,.,.
JPN,2015,2,short,3,13,0,1,1,0,1,1,3,3,3,6,8,13,20,33,66,106,192,327,742,516,1076,904,1569,.,.
JPN,2015,2,short,3,14,0,1,0,0,0,2,4,5,7,7,9,11,26,56,96,205,490,1224,4819,2992,7521,6105,11577,.,.
JPN,2015,2,short,3,15,1388,45,8,6,3,3,3,3,6,3,5,3,6,9,9,14,16,26,74,49,111,93,162,.,.
JPN,2015,2,short,3,16,108,30,13,23,73,133,141,143,140,162,191,218,216,248,309,503,820,1349,3245,2224,4754,3849,7346,.,.
JPN,2016,2,short,3,0,2008,166,63,69,121,213,254,325,486,729,1138,1791,2473,3563,5452,8851,15647,31282,103111,63892,159673,127493,249653,.,.
JPN,2016,2,short,3,1,76,18,4,2,3,1,3,3,6,11,12,27,40,73,118,235,436,893,2198,1632,3015,2684,3942,.,.
JPN,2016,2,short,3,2,30,16,15,18,17,25,58,118,212,350,615,1041,1470,2118,3020,4165,6087,9555,18048,14722,22845,21237,27340,.,.
JPN,2016,2,short,3,3,5,2,0,1,1,1,1,1,2,3,3,6,8,16,21,36,69,169,468,298,711,592,1046,.,.
JPN,2016,2,short,3,4,23,4,0,0,2,3,4,4,10,11,19,23,36,54,87,156,311,623,2030,1309,3070,2491,4688,.,.
JPN,2016,2,short,3,5,0,0,0,1,0,1,3,7,3,7,9,8,11,12,21,43,111,367,2715,1185,4922,3360,9290,.,.
JPN,2016,2,short,3,6,41,20,8,7,5,10,10,8,8,12,20,37,52,82,156,288,558,1146,3444,2343,5033,4221,7302,.,.
JPN,2016,2,short,3,7,46,8,2,3,4,12,17,14,34,64,94,134,180,305,569,1143,2447,5752,25324,13764,41996,31821,70448,.,.
JPN,2016,2,short,3,8,7,1,2,2,2,4,4,11,25,61,87,133,183,237,363,651,1352,3167,12062,7054,19283,15239,30592,.,.
JPN,2016,2,short,3,9,0,1,0,0,0,1,0,1,5,7,11,19,31,57,116,211,353,753,2172,1494,3150,2708,4383,.,.
JPN,2016,2,short,3,10,34,16,6,4,3,4,4,5,7,11,15,31,52,94,171,412,1013,2760,13691,7242,22993,17194,39207,.,.
JPN,2016,2,short,3,11,55,7,2,3,2,4,2,3,3,10,13,25,39,73,147,367,839,1936,7556,4328,12212,9420,20019,.,.
JPN,2016,2,short,3,12,81,4,1,1,3,2,5,10,17,30,50,71,95,125,183,337,652,1344,4439,2767,6850,5547,10494,.,.
JPN,2016,2,short,3,13,0,1,0,1,0,2,1,2,5,6,9,13,22,32,64,98,190,320,767,532,1106,874,1754,.,.
JPN,2016,2,short,3,14,5,1,2,0,1,2,5,7,4,6,7,15,29,53,97,205,478,1216,4826,2939,7547,6087,11627,.,.
JPN,2016,2,short,3,15,1502,47,7,7,4,6,3,4,3,6,5,6,6,9,9,12,18,28,65,53,84,67,131,.,.
JPN,2016,2,short,3,16,104,21,14,19,73,134,131,125,143,133,169,201,218,225,309,492,735,1255,3306,2230,4857,3952,7388,.,.
JPN,1995,3,short,3,0,4184,417,189,159,394,523,534,655,887,1417,2329,3712,5656,9214,14057,22071,38517,69808,149426,121227,222799,203903,316612,.,.
JPN,1995,3,short,3,1,123,18,6,3,4,6,9,13,14,30,50,84,134,246,353,558,880,1353,2275,1939,3150,2958,4106,.,.
JPN,1995,3,short,3,2,35,36,37,35,44,47,81,142,272,497,927,1577,2536,4308,6407,8558,11818,16317,21612,20723,23925,23913,23987,.,.
JPN,1995,3,short,3,3,18,5,2,1,2,3,3,4,5,6,8,14,21,38,61,104,179,312,746,608,1105,1055,1353,.,.
JPN,1995,3,short,3,4,45,6,3,3,4,5,8,10,16,27,49,77,129,216,314,484,867,1576,3080,2622,4273,4059,5335,.,.
JPN,1995,3,short,3,5,0,0,0,0,1,3,4,5,7,8,10,15,17,21,24,42,110,328,1126,777,2035,1759,3403,.,.
JPN,1995,3,short,3,6,73,41,13,11,15,18,16,13,16,22,29,38,62,97,159,244,384,506,673,630,782,776,812,.,.
JPN,1995,3,short,3,7,120,17,9,11,22,30,38,65,97,154,268,410,685,1151,1903,3378,6675,13430,32622,25419,51363,46170,77146,.,.
JPN,1995,3,short,3,8,20,3,2,3,5,8,13,35,63,131,240,396,603,1009,1686,3178,6664,14195,33994,27179,51725,47963,70401,.,.
JPN,1995,3,short,3,9,1,0,0,0,1,1,2,3,5,9,16,24,43,76,151,275,501,849,1580,1303,2298,1977,3892,.,.
JPN,1995,3,short,3,10,131,40,10,8,7,9,10,13,18,28,47,80,139,308,633,1433,3559,8694,26182,19275,44155,38590,71783,.,.
JPN,1995,3,short,3,11,64,14,5,7,10,13,15,18,16,29,38,67,129,263,568,1129,2350,4277,8353,6888,12166,10929,18309,.,.
JPN,1995,3,short,3,12,38,3,1,1,3,5,11,25,48,93,158,251,364,518,604,829,1437,2610,6027,4797,9227,8560,12538,.,.
JPN,1995,3,short,3,13,3,1,0,0,1,3,2,4,6,11,13,24,34,50,86,142,199,315,834,602,1437,1227,2480,.,.
JPN,1995,3,short,3,14,12,2,1,1,1,3,7,11,7,14,22,33,65,123,232,462,997,2178,5319,4183,8275,7495,12147,.,.
JPN,1995,3,short,3,15,3193,80,15,10,9,6,4,4,4,5,5,7,8,10,14,21,33,39,66,54,95,88,135,.,.
JPN,1995,3,short,3,16,308,149,85,63,265,362,312,290,293,354,451,617,687,781,864,1233,1864,2829,4939,4228,6788,6385,8786,.,.
JPN,1996,3,short,3,0,3839,370,147,127,362,472,495,629,880,1374,2291,3634,5330,8834,13544,20849,35719,63965,137305,111554,205331,186268,293448,.,.
JPN,1996,3,short,3,1,114,20,3,4,3,5,7,11,16,29,46,75,112,211,340,510,814,1195,2036,1766,2748,2556,3638,.,.
JPN,1996,3,short,3,2,33,37,34,29,46,50,76,140,269,506,938,1579,2483,4305,6439,8586,11702,16173,21822,21063,23826,23710,24362,.,.
JPN,1996,3,short,3,3,26,4,1,2,3,3,3,3,5,4,9,13,19,32,57,89,171,311,710,549,1137,989,1819,.,.
JPN,1996,3,short,3,4,28,8,2,2,3,4,6,8,12,28,40,68,111,193,274,423,725,1295,2614,2227,3638,3401,4732,.,.
JPN,1996,3,short,3,5,1,0,0,1,1,2,4,3,6,9,11,12,13,16,18,36,92,237,988,689,1779,1601,2599,.,.
JPN,1996,3,short,3,6,59,40,12,9,15,18,14,14,16,19,27,39,61,98,157,235,358,458,588,567,642,628,706,.,.
JPN,1996,3,short,3,7,108,17,6,10,20,28,43,67,97,153,268,425,646,1096,1803,3201,6205,12419,30962,23996,49364,43775,75199,.,.
JPN,1996,3,short,3,8,15,2,2,3,7,9,17,34,61,128,243,388,563,954,1559,2886,6038,12854,30903,24671,47367,43604,64761,.,.
JPN,1996,3,short,3,9,2,0,0,0,0,1,1,3,4,8,16,26,43,73,140,258,501,798,1472,1218,2144,1939,3090,.,.
JPN,1996,3,short,3,10,98,32,9,6,5,6,7,10,17,24,38,63,120,253,549,1234,2965,7212,21572,15732,36999,31934,60412,.,.
JPN,1996,3,short,3,11,60,17,4,7,9,11,12,16,18,24,35,61,110,243,498,1011,2064,3779,7680,6260,11432,10096,17608,.,.
JPN,1996,3,short,3,12,32,4,2,2,2,6,9,21,47,83,152,253,335,475,599,784,1316,2403,5499,4344,8551,7829,11886,.,.
JPN,1996,3,short,3,13,2,1,0,2,2,3,4,5,7,9,12,23,32,52,92,131,196,287,737,518,1316,1117,2239,.,.
JPN,1996,3,short,3,14,11,2,0,1,0,2,6,8,8,12,20,36,61,110,219,407,910,1975,5180,4078,8090,7293,11770,.,.
JPN,1996,3,short,3,15,2982,69,13,8,6,6,5,4,4,3,5,6,7,6,12,17,29,44,58,51,75,69,104,.,.
JPN,1996,3,short,3,16,269,117,57,42,238,319,280,281,292,334,430,567,617,718,789,1039,1633,2522,4483,3825,6223,5726,8522,.,.
JPN,1997,3,short,3,0,3681,358,141,119,356,458,505,624,860,1344,2272,3580,5244,8494,13378,20408,34541,62675,135769,109693,202563,182939,289847,.,.
JPN,1997,3,short,3,1,126,21,5,3,3,5,7,12,15,27,50,75,110,208,333,511,799,1183,1997,1791,2525,2358,3270,.,.
JPN,1997,3,short,3,2,36,35,30,30,44,49,77,132,243,488,924,1575,2460,4107,6389,8519,11417,16095,21532,20459,24282,24102,25083,.,.
JPN,1997,3,short,3,3,17,9,2,1,2,4,4,4,5,6,8,14,17,31,53,89,158,309,700,551,1081,969,1579,.,.
JPN,1997,3,short,3,4,24,7,2,2,2,4,5,9,15,23,43,64,103,175,269,387,690,1212,2394,1962,3502,3127,5170,.,.
JPN,1997,3,short,3,5,0,1,0,1,2,3,3,5,6,7,11,13,17,16,17,29,66,240,896,607,1636,1433,2537,.,.
JPN,1997,3,short,3,6,71,40,10,9,14,14,16,14,17,19,28,35,63,96,153,245,344,482,625,604,679,672,707,.,.
JPN,1997,3,short,3,7,120,18,6,12,19,30,43,61,100,149,268,415,623,1068,1801,3036,5886,11817,30395,23495,48072,42545,72655,.,.
JPN,1997,3,short,3,8,19,3,3,3,5,8,15,32,63,122,230,371,515,885,1515,2702,5661,12056,29425,23386,44896,40934,62514,.,.
JPN,1997,3,short,3,9,1,0,0,0,0,1,2,4,4,9,17,24,41,73,140,267,458,827,1446,1224,2013,1842,2770,.,.
JPN,1997,3,short,3,10,98,34,8,6,6,6,9,13,14,25,39,68,124,259,571,1266,3162,7617,23352,17068,39449,33829,64449,.,.
JPN,1997,3,short,3,11,63,16,4,5,8,11,11,12,15,20,33,57,106,219,475,986,2014,3709,7735,6343,11303,10165,16363,.,.
JPN,1997,3,short,3,12,74,4,1,2,3,4,9,19,41,84,154,235,322,468,576,782,1254,2315,5212,4059,8166,7303,12003,.,.
JPN,1997,3,short,3,13,5,1,1,1,2,3,3,5,6,11,16,20,32,55,86,135,180,272,688,485,1207,1030,1994,.,.
JPN,1997,3,short,3,14,10,2,1,1,1,2,5,10,8,12,20,35,57,111,210,402,855,1979,4969,3877,7767,7070,10870,.,.
JPN,1997,3,short,3,15,2743,62,10,7,10,5,6,4,3,5,4,5,5,9,11,18,26,42,53,47,68,63,90,.,.
JPN,1997,3,short,3,16,274,107,56,37,236,310,288,289,305,336,427,574,650,716,777,1035,1574,2519,4349,3737,5918,5496,7793,.,.
JPN,1998,3,short,3,0,3680,360,155,132,372,501,532,661,910,1395,2326,3631,5276,8315,13321,20508,33544,61124,132203,105974,196053,175929,284202,.,.
JPN,1998,3,short,3,1,127,21,4,2,4,5,6,7,16,28,48,73,109,207,342,503,789,1207,2019,1774,2617,2435,3415,.,.
JPN,1998,3,short,3,2,38,33,30,30,46,53,69,131,253,494,916,1548,2427,3992,6293,8730,11449,16047,21826,20659,24667,24450,25618,.,.
JPN,1998,3,short,3,3,29,8,2,2,3,4,2,4,4,7,8,10,19,29,51,92,161,286,671,532,1009,931,1351,.,.
JPN,1998,3,short,3,4,42,7,4,2,2,3,7,10,11,23,39,67,94,172,274,399,652,1166,2421,1964,3534,3098,5445,.,.
JPN,1998,3,short,3,5,0,0,0,0,1,3,4,4,6,8,10,11,14,17,19,29,82,200,896,603,1608,1368,2659,.,.
JPN,1998,3,short,3,6,57,34,10,9,12,15,12,13,13,20,24,39,60,94,153,248,351,485,585,558,650,626,756,.,.
JPN,1998,3,short,3,7,136,18,5,10,20,28,45,69,95,157,275,409,613,1024,1786,2993,5576,11648,29533,22301,47137,41636,71235,.,.
JPN,1998,3,short,3,8,15,3,2,3,5,9,14,32,63,122,224,364,515,832,1474,2650,5331,11339,27667,21889,41734,37600,59842,.,.
JPN,1998,3,short,3,9,1,0,0,0,1,1,2,3,5,9,15,27,40,77,145,265,484,858,1480,1263,2009,1884,2561,.,.
JPN,1998,3,short,3,10,103,39,13,7,5,7,9,9,16,23,36,65,118,239,535,1252,2918,7319,22437,16242,37519,32001,61691,.,.
JPN,1998,3,short,3,11,69,17,4,6,8,9,10,11,16,19,33,51,100,208,477,973,1939,3632,7652,6289,10970,9908,15625,.,.
JPN,1998,3,short,3,12,69,4,1,1,2,6,9,19,47,79,144,230,305,427,564,768,1188,2185,4971,3898,7582,6678,11543,.,.
JPN,1998,3,short,3,13,3,1,0,1,1,3,3,6,6,7,12,22,32,55,87,130,190,270,647,452,1122,929,1966,.,.
JPN,1998,3,short,3,14,11,1,0,1,1,2,5,8,9,12,21,32,55,103,205,383,802,1868,4819,3678,7597,6704,11512,.,.
JPN,1998,3,short,3,15,2699,67,12,6,8,6,6,4,3,4,6,5,7,9,13,15,29,36,51,41,74,59,140,.,.
JPN,1998,3,short,3,16,281,106,65,50,252,349,330,331,348,384,517,676,769,830,903,1079,1603,2578,4528,3832,6221,5623,8844,.,.
JPN,1999,3,short,3,0,3385,329,132,129,355,495,540,670,907,1399,2320,3590,5405,8221,13249,20776,33978,61918,136356,108025,202451,181097,296243,.,.
JPN,1999,3,short,3,1,126,21,3,3,3,5,7,9,16,25,50,75,122,204,334,530,843,1265,2151,1833,2893,2645,3980,.,.
JPN,1999,3,short,3,2,44,28,27,31,43,49,71,131,234,458,880,1529,2446,3891,6177,8769,11364,15944,22241,20885,25406,25162,26479,.,.
JPN,1999,3,short,3,3,26,7,2,2,3,3,3,3,5,5,8,12,18,26,54,90,153,265,677,516,1053,970,1415,.,.
JPN,1999,3,short,3,4,38,6,1,2,3,5,7,10,16,22,41,71,107,163,272,391,639,1179,2406,1957,3454,3110,4966,.,.
JPN,1999,3,short,3,5,0,0,0,1,2,2,4,4,5,7,9,12,13,18,19,32,79,203,1005,636,1866,1507,3443,.,.
JPN,1999,3,short,3,6,61,33,13,11,13,13,15,14,15,20,30,37,62,98,161,239,384,529,692,647,799,771,925,.,.
JPN,1999,3,short,3,7,111,16,8,9,18,29,42,63,103,165,270,413,637,1049,1772,3056,5669,11663,30012,22521,47487,41712,72853,.,.
JPN,1999,3,short,3,8,12,1,2,4,5,8,14,30,62,122,221,352,498,827,1444,2552,5184,10959,26666,20933,40042,36354,56241,.,.
JPN,1999,3,short,3,9,0,0,0,0,1,1,1,2,5,9,15,26,38,71,144,286,500,858,1521,1321,1988,1807,2780,.,.
JPN,1999,3,short,3,10,84,39,7,6,7,8,9,15,18,29,46,78,145,291,613,1408,3335,8264,25350,18034,42418,36161,69898,.,.
JPN,1999,3,short,3,11,51,17,4,5,7,9,9,12,14,21,30,53,106,209,492,1025,2002,3950,8221,6638,11913,10516,18046,.,.
JPN,1999,3,short,3,12,64,5,2,1,3,6,10,21,41,89,156,220,320,430,583,775,1199,2164,5074,3959,7675,6688,12014,.,.
JPN,1999,3,short,3,13,5,1,0,1,2,3,3,4,5,8,13,21,35,56,78,130,182,287,671,499,1071,853,2026,.,.
JPN,1999,3,short,3,14,17,1,1,1,2,2,4,7,9,11,19,30,56,103,202,393,832,1822,5030,3781,7946,6899,12544,.,.
JPN,1999,3,short,3,15,2514,67,9,7,8,6,5,5,4,5,4,4,6,8,10,18,26,37,65,56,86,86,85,.,.
JPN,1999,3,short,3,16,232,86,52,46,235,347,336,340,356,403,528,657,797,776,894,1082,1586,2531,4573,3810,6354,5854,8547,.,.
JPN,2000,3,short,3,0,3287,306,123,114,323,484,504,652,900,1361,2203,3512,5285,7881,12629,19914,31940,57395,126929,99980,187058,167132,274524,.,.
JPN,2000,3,short,3,1,112,17,4,3,4,4,6,8,15,23,47,68,119,173,325,498,777,1259,2068,1789,2690,2502,3516,.,.
JPN,2000,3,short,3,2,26,33,29,25,37,48,70,131,246,462,853,1532,2448,3753,6085,8639,11325,15671,21947,20525,25119,24802,26511,.,.
JPN,2000,3,short,3,3,20,4,2,2,1,3,2,3,5,8,8,11,18,29,49,76,143,250,622,477,946,806,1560,.,.
JPN,2000,3,short,3,4,42,8,1,3,3,4,6,10,12,26,40,62,100,163,248,385,604,1073,2133,1745,2998,2740,4129,.,.
JPN,2000,3,short,3,5,1,0,0,0,1,2,3,4,5,7,7,12,14,17,18,33,84,222,1054,660,1934,1610,3353,.,.
JPN,2000,3,short,3,6,52,28,9,10,13,14,12,11,15,18,25,36,51,89,148,250,380,513,763,715,869,821,1083,.,.
JPN,2000,3,short,3,7,103,17,5,9,17,29,42,69,97,156,252,402,611,999,1649,2817,5193,10495,28181,20954,44306,38678,69009,.,.
JPN,2000,3,short,3,8,13,2,2,3,4,6,12,27,59,112,214,341,500,761,1300,2405,4635,9867,24204,18772,36325,32781,51883,.,.
JPN,2000,3,short,3,9,1,0,0,0,0,1,1,4,6,10,16,27,41,81,139,270,492,855,1474,1281,1904,1779,2452,.,.
JPN,2000,3,short,3,10,85,30,7,6,6,5,5,11,16,22,35,62,125,258,541,1268,2856,7113,22082,15496,36776,31334,60667,.,.
JPN,2000,3,short,3,11,55,14,5,3,4,8,8,11,13,20,29,49,90,199,441,963,1844,3620,7855,6236,11465,9974,18010,.,.
JPN,2000,3,short,3,12,68,3,2,3,3,5,8,19,42,80,145,219,308,418,551,738,1137,2048,4803,3677,7313,6410,11277,.,.
JPN,2000,3,short,3,13,4,1,0,0,1,2,2,3,6,8,11,17,30,51,83,133,208,274,641,454,1059,851,1971,.,.
JPN,2000,3,short,3,14,17,1,0,0,1,1,3,8,7,10,19,31,51,96,189,360,750,1690,4700,3529,7313,6573,10561,.,.
JPN,2000,3,short,3,15,2454,66,11,6,7,6,5,3,4,4,4,6,6,7,12,17,25,39,68,58,90,80,135,.,.
JPN,2000,3,short,3,16,233,82,46,40,218,346,317,329,351,395,497,637,774,788,852,1064,1486,2406,4335,3612,5949,5390,8406,.,.
JPN,2001,3,short,3,0,3088,285,119,102,318,457,498,631,899,1334,2160,3502,5193,7540,12127,19419,31147,54474,124375,96826,182773,162690,271742,.,.
JPN,2001,3,short,3,1,107,16,4,2,4,3,6,9,12,24,44,70,104,180,312,508,776,1171,2004,1757,2529,2342,3356,.,.
JPN,2001,3,short,3,2,31,29,25,25,35,45,64,120,234,443,851,1531,2419,3641,5861,8558,11324,15291,22050,20447,25446,24871,27997,.,.
JPN,2001,3,short,3,3,20,4,1,0,3,3,3,3,3,5,6,10,17,26,40,72,134,244,571,437,854,755,1289,.,.
JPN,2001,3,short,3,4,39,4,1,2,2,4,4,9,15,21,40,68,104,147,243,346,564,1020,2090,1667,2984,2652,4456,.,.
JPN,2001,3,short,3,5,0,0,0,0,2,2,5,5,5,8,8,11,12,15,19,35,81,233,1071,645,1974,1597,3646,.,.
JPN,2001,3,short,3,6,46,21,7,7,13,13,13,13,12,17,23,39,56,85,150,250,396,576,791,705,973,907,1261,.,.
JPN,2001,3,short,3,7,112,17,7,10,19,28,40,66,105,152,254,412,620,966,1589,2750,4968,9977,27143,19700,42921,37558,66677,.,.
JPN,2001,3,short,3,8,13,3,2,2,4,7,12,28,61,115,208,336,478,707,1219,2279,4387,9095,23497,18015,35118,31399,51592,.,.
JPN,2001,3,short,3,9,2,0,0,0,1,2,2,3,6,12,16,32,49,78,141,273,514,857,1635,1432,2063,1921,2694,.,.
JPN,2001,3,short,3,10,70,24,5,4,4,6,6,10,16,19,31,57,120,223,494,1135,2639,6405,20960,14494,34667,29352,58214,.,.
JPN,2001,3,short,3,11,67,15,3,3,6,5,9,10,13,16,29,45,99,184,411,926,1839,3475,8143,6333,11979,10442,18788,.,.
JPN,2001,3,short,3,12,57,3,2,2,3,5,7,19,46,83,139,214,289,402,544,721,1128,1910,4747,3574,7234,6424,10820,.,.
JPN,2001,3,short,3,13,0,1,1,0,1,1,2,4,6,8,12,17,29,47,78,138,191,275,594,438,924,755,1673,.,.
JPN,2001,3,short,3,14,14,2,1,1,1,3,3,7,9,11,17,34,56,84,183,357,726,1630,4714,3509,7268,6469,10811,.,.
JPN,2001,3,short,3,15,2282,63,10,7,6,6,5,2,4,4,4,5,6,9,11,17,25,44,64,62,68,64,87,.,.
JPN,2001,3,short,3,16,227,85,50,36,215,325,317,320,351,395,477,619,735,746,832,1054,1455,2272,4302,3609,5769,5180,8379,.,.
JPN,2002,3,short,3,0,3010,267,123,103,308,447,479,631,869,1325,2092,3445,5095,7285,11651,19005,30533,52501,122031,94001,178235,158146,263461,.,.
JPN,2002,3,short,3,1,85,15,4,2,3,5,5,6,13,22,39,68,102,166,283,486,767,1115,1927,1667,2446,2282,3144,.,.
JPN,2002,3,short,3,2,33,28,25,25,38,42,66,118,212,409,783,1479,2357,3500,5609,8508,11264,15004,22162,20623,25247,24693,27595,.,.
JPN,2002,3,short,3,3,15,4,1,2,2,3,2,2,4,6,7,9,15,25,39,71,126,230,590,459,854,782,1161,.,.
JPN,2002,3,short,3,4,33,4,1,2,3,4,5,9,14,24,35,65,103,147,235,365,569,1002,2115,1682,2985,2719,4111,.,.
JPN,2002,3,short,3,5,0,0,0,0,2,2,2,5,6,8,10,12,14,15,19,29,72,183,1014,581,1882,1497,3515,.,.
JPN,2002,3,short,3,6,47,25,8,6,14,14,10,12,14,18,27,35,53,82,141,247,401,569,837,766,979,910,1268,.,.
JPN,2002,3,short,3,7,127,16,7,7,19,30,42,65,108,163,257,419,617,941,1561,2692,4854,9613,26925,19254,42306,36620,66430,.,.
JPN,2002,3,short,3,8,8,1,2,1,4,8,12,30,56,117,197,324,472,668,1198,2155,4124,8423,22266,16765,33298,29617,48913,.,.
JPN,2002,3,short,3,9,0,0,0,1,1,1,2,3,7,10,17,30,51,79,139,276,505,860,1682,1415,2218,2027,3033,.,.
JPN,2002,3,short,3,10,62,28,8,5,5,7,6,9,14,19,34,61,107,226,463,1119,2587,6102,20587,13992,33809,28339,57018,.,.
JPN,2002,3,short,3,11,68,10,3,3,5,7,6,11,13,17,22,48,88,176,389,888,1821,3390,7932,6096,11613,10259,17361,.,.
JPN,2002,3,short,3,12,44,5,1,4,3,3,8,18,43,83,137,209,277,377,509,695,1089,1898,4566,3396,6910,6185,9986,.,.
JPN,2002,3,short,3,13,4,1,0,1,2,2,3,3,5,8,14,18,27,45,86,123,185,268,565,413,869,734,1443,.,.
JPN,2002,3,short,3,14,11,1,0,1,1,2,3,8,9,8,19,32,52,87,168,352,713,1627,4619,3411,7039,6240,10428,.,.
JPN,2002,3,short,3,15,2279,55,7,7,7,5,5,3,3,4,5,5,6,7,7,16,22,41,56,48,71,65,93,.,.
JPN,2002,3,short,3,16,194,73,53,37,198,313,302,328,348,409,489,632,753,743,805,982,1435,2173,4190,3433,5709,5177,7964,.,.
JPN,2003,3,short,3,0,2975,248,112,108,308,436,515,642,879,1351,2108,3433,5013,7230,11372,18769,30441,51898,123470,93796,179953,158856,264143,.,.
JPN,2003,3,short,3,1,98,13,3,3,4,5,5,8,16,24,43,71,106,159,286,500,746,1156,2009,1740,2521,2361,3158,.,.
