country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
JPN,2002,2,short,3,2,36,31,24,22,31,37,65,128,240,449,754,1242,1692,2276,3324,4899,7008,10375,17381,15524,20802,20113,23539,.,.
JPN,2002,2,short,3,3,11,4,1,1,1,2,1,2,5,6,7,9,13,21,33,58,114,209,577,440,830,752,1140,.,.
JPN,2002,2,short,3,4,32,3,1,1,2,3,5,6,8,12,18,33,54,81,143,267,483,916,2042,1569,2915,2634,4030,.,.
JPN,2002,2,short,3,5,0,0,0,1,3,2,2,5,5,6,5,6,6,8,11,22,60,175,1078,585,1986,1552,3705,.,.
JPN,2002,2,short,3,6,25,22,9,6,8,9,6,10,11,11,24,23,41,67,111,189,315,474,762,662,948,879,1219,.,.
JPN,2002,2,short,3,7,122,19,6,7,13,14,20,34,56,70,117,179,272,486,928,1820,3789,8398,26233,17849,41680,35618,65723,.,.
JPN,2002,2,short,3,8,0,0,3,1,4,8,9,22,30,70,130,206,304,433,780,1443,3162,7025,21271,15071,32696,28617,48876,.,.
JPN,2002,2,short,3,9,0,0,0,1,0,1,0,1,3,3,7,16,28,45,86,167,313,620,1454,1126,2057,1827,2968,.,.
JPN,2002,2,short,3,10,52,27,8,4,3,6,5,9,11,12,20,32,58,113,235,578,1504,4023,16585,10206,28340,22834,50175,.,.
JPN,2002,2,short,3,11,58,10,3,3,4,4,4,9,10,13,14,33,58,102,205,417,949,1972,5874,3981,9361,7900,15155,.,.
JPN,2002,2,short,3,12,40,6,1,2,1,2,7,9,18,39,49,64,99,155,269,478,865,1636,4445,3161,6810,6027,9917,.,.
JPN,2002,2,short,3,13,2,0,1,1,1,3,4,5,6,9,16,21,35,54,98,139,197,276,610,426,947,804,1514,.,.
JPN,2002,2,short,3,14,16,1,0,1,1,2,6,11,10,5,13,22,32,60,119,267,580,1393,4355,3084,6697,5872,9966,.,.
JPN,2002,2,short,3,15,2180,54,7,8,8,5,4,2,3,5,4,4,6,7,6,17,23,36,54,47,69,61,98,.,.
JPN,2002,2,short,3,16,177,56,43,26,104,159,158,169,175,162,195,275,329,359,471,645,1018,1611,3511,2723,4964,4293,7627,.,.
JPN,2003,2,short,3,0,2864,237,101,96,199,262,318,421,603,877,1363,2161,3011,4287,6816,11606,20596,39553,109278,77712,164508,141807,248983,.,.
JPN,2003,2,short,3,1,94,12,1,3,2,4,5,5,8,9,18,34,58,109,212,403,570,923,1759,1471,2263,2089,2906,.,.
JPN,2003,2,short,3,2,44,25,26,27,28,37,61,126,240,434,741,1224,1670,2220,3229,4747,6862,10369,17462,15389,21089,20430,23539,.,.
JPN,2003,2,short,3,3,26,3,1,2,2,1,3,2,3,3,6,7,9,17,37,58,112,201,519,385,754,657,1113,.,.
JPN,2003,2,short,3,4,33,4,2,1,4,2,4,6,10,15,20,32,50,79,143,250,457,901,2083,1583,2957,2690,3952,.,.
JPN,2003,2,short,3,5,0,0,0,1,1,4,4,4,5,6,6,5,4,6,12,15,58,181,1026,528,1897,1466,3501,.,.
JPN,2003,2,short,3,6,26,24,6,5,10,9,10,7,12,12,16,28,39,66,112,197,334,479,809,717,970,915,1173,.,.
JPN,2003,2,short,3,7,119,19,7,9,14,15,19,28,48,76,101,176,284,475,875,1828,3792,8169,26833,18125,42069,35425,66794,.,.
JPN,2003,2,short,3,8,11,2,2,2,4,6,11,14,33,65,123,202,300,419,718,1383,3052,6798,20670,14433,31583,27582,46475,.,.
JPN,2003,2,short,3,9,0,1,0,0,1,1,1,3,2,3,10,11,27,39,84,155,315,640,1513,1201,2059,1823,2940,.,.
JPN,2003,2,short,3,10,78,27,8,3,5,4,6,8,10,15,20,33,60,114,240,604,1559,4132,17668,10720,29825,23985,51556,.,.
JPN,2003,2,short,3,11,45,10,2,3,3,4,6,8,10,12,19,34,52,91,185,410,907,1962,5969,3977,9455,7874,15339,.,.
JPN,2003,2,short,3,12,46,6,4,1,2,2,3,10,21,27,49,75,88,159,268,462,808,1592,4484,3159,6803,5921,10087,.,.
JPN,2003,2,short,3,13,0,3,0,1,1,2,4,5,8,9,13,18,30,55,87,142,177,270,572,392,888,697,1598,.,.
JPN,2003,2,short,3,14,4,0,0,0,1,3,3,10,7,7,9,19,29,64,120,252,576,1281,4413,2975,6928,5942,10597,.,.
JPN,2003,2,short,3,15,2175,50,6,4,4,3,3,3,1,3,3,5,6,7,8,15,22,29,62,53,76,73,85,.,.
JPN,2003,2,short,3,16,163,50,35,35,116,164,175,182,184,180,208,258,305,368,487,685,996,1629,3438,2606,4892,4237,7328,.,.
JPN,2004,2,short,3,0,2607,222,79,77,192,271,316,409,616,866,1383,2175,3058,4273,6668,11181,19922,38306,107946,75419,161497,137505,246107,.,.
JPN,2004,2,short,3,1,78,12,3,2,2,4,5,5,8,10,15,35,59,99,206,389,613,931,1815,1509,2319,2112,3049,.,.
JPN,2004,2,short,3,2,38,30,23,18,32,34,63,121,260,421,754,1268,1740,2286,3235,4725,6927,10253,17626,15292,21468,20576,24614,.,.
JPN,2004,2,short,3,3,17,2,0,2,1,1,0,3,4,6,8,9,10,17,29,57,107,207,548,374,833,701,1299,.,.
JPN,2004,2,short,3,4,30,5,1,0,1,2,4,7,8,12,17,28,50,83,144,240,428,840,2036,1517,2892,2590,3958,.,.
JPN,2004,2,short,3,5,0,0,0,0,2,4,3,4,7,6,5,6,5,8,8,25,43,177,1082,549,1960,1426,3844,.,.
JPN,2004,2,short,3,6,29,18,5,7,8,8,12,9,10,13,18,31,43,65,109,184,343,524,934,813,1133,1038,1464,.,.
JPN,2004,2,short,3,7,124,15,2,7,11,15,16,33,51,74,118,173,270,458,827,1681,3575,7890,26350,17311,41231,34051,66552,.,.
JPN,2004,2,short,3,8,6,1,1,3,2,5,10,15,34,69,127,199,287,393,691,1314,2724,6243,19805,13618,29990,25660,45258,.,.
JPN,2004,2,short,3,9,0,0,0,0,0,0,2,2,3,7,10,15,22,46,89,181,334,687,1581,1230,2159,1923,2989,.,.
JPN,2004,2,short,3,10,42,18,5,3,2,6,5,6,11,10,17,31,58,103,234,520,1424,3910,16978,9942,28562,22848,48712,.,.
JPN,2004,2,short,3,11,53,10,2,1,5,3,5,6,11,12,21,31,45,99,177,402,866,1894,6257,4094,9817,7976,16310,.,.
JPN,2004,2,short,3,12,44,4,2,1,1,4,4,8,22,32,46,74,96,147,271,453,815,1568,4574,3202,6833,5937,9995,.,.
JPN,2004,2,short,3,13,0,0,1,0,1,2,3,5,5,4,15,17,31,56,79,132,198,252,585,408,877,698,1511,.,.
JPN,2004,2,short,3,14,6,1,1,0,1,1,2,8,7,5,11,19,28,55,117,244,554,1312,4397,2968,6750,5830,9995,.,.
JPN,2004,2,short,3,15,1962,50,4,5,5,5,4,3,3,4,4,6,5,8,9,16,26,37,60,62,57,62,38,.,.
JPN,2004,2,short,3,16,177,55,28,27,119,177,179,175,172,181,196,233,309,350,444,618,945,1581,3317,2528,4616,4076,6521,.,.
JPN,2005,2,short,3,0,2509,224,86,78,183,303,320,432,601,883,1355,2117,3023,4302,6594,11368,20089,38886,110971,75786,167870,141870,255175,.,.
JPN,2005,2,short,3,1,98,13,2,1,2,4,2,5,6,12,13,40,62,101,201,393,642,1064,2033,1666,2626,2333,3608,.,.
JPN,2005,2,short,3,2,47,26,20,20,24,39,56,132,243,432,714,1202,1722,2268,3144,4740,6829,10236,17416,15069,21212,20312,24233,.,.
JPN,2005,2,short,3,3,14,4,1,0,1,3,2,2,2,4,5,8,10,18,27,57,105,200,540,378,802,678,1218,.,.
JPN,2005,2,short,3,4,30,5,1,2,1,3,5,6,10,14,22,28,48,83,136,244,476,898,2171,1564,3153,2685,4727,.,.
JPN,2005,2,short,3,5,0,0,0,0,1,4,5,6,6,6,7,6,4,8,12,17,54,168,1124,550,2054,1521,3842,.,.
JPN,2005,2,short,3,6,22,24,8,6,7,12,10,9,9,12,19,29,40,76,127,210,358,575,942,796,1179,1088,1486,.,.
JPN,2005,2,short,3,7,110,12,5,7,9,16,19,27,54,68,117,180,268,467,877,1742,3658,8083,27442,17448,43604,36146,68645,.,.
JPN,2005,2,short,3,8,4,1,2,2,4,6,9,16,34,69,123,190,274,405,665,1294,2696,6101,19405,13050,29684,25351,44235,.,.
JPN,2005,2,short,3,9,2,1,0,0,1,2,1,3,4,3,9,18,27,46,94,181,326,680,1661,1275,2286,2036,3128,.,.
JPN,2005,2,short,3,10,49,25,4,6,6,4,6,6,14,12,18,30,59,112,240,598,1490,4096,18604,10704,31379,24635,54026,.,.
JPN,2005,2,short,3,11,75,9,5,3,4,3,4,6,10,11,21,30,46,91,193,409,908,1935,6451,4139,10190,8287,16581,.,.
JPN,2005,2,short,3,12,47,4,1,2,2,3,6,12,21,32,51,75,96,148,245,462,819,1588,4538,3098,6866,5805,10431,.,.
JPN,2005,2,short,3,13,2,2,0,1,2,1,2,5,5,8,11,20,33,55,79,131,198,285,558,402,811,671,1279,.,.
JPN,2005,2,short,3,14,4,2,0,0,2,3,5,8,7,5,10,19,31,61,120,252,565,1371,4636,2996,7289,6111,11246,.,.
JPN,2005,2,short,3,15,1827,45,9,3,6,4,5,5,4,4,5,5,5,9,12,14,19,29,70,60,86,86,87,.,.
JPN,2005,2,short,3,16,177,51,27,24,112,197,185,184,174,191,209,236,298,354,422,623,944,1576,3378,2592,4649,4126,6404,.,.
JPN,2006,2,short,3,0,2517,221,93,74,185,289,341,402,576,885,1336,2069,2961,4104,6396,10855,19426,37228,108051,72841,164590,138228,248856,.,.
JPN,2006,2,short,3,1,108,17,5,3,2,4,4,5,7,10,17,34,53,101,215,371,652,1043,2106,1616,2892,2543,4010,.,.
JPN,2006,2,short,3,2,52,24,22,24,29,39,65,114,227,424,729,1183,1691,2201,3112,4631,6729,9972,17618,14988,21841,20824,25094,.,.
JPN,2006,2,short,3,3,22,5,1,0,1,1,2,2,2,2,5,7,11,15,27,57,101,183,520,367,765,654,1121,.,.
JPN,2006,2,short,3,4,34,4,1,0,3,2,3,5,8,15,21,31,50,81,127,233,432,808,2084,1481,3051,2642,4357,.,.
JPN,2006,2,short,3,5,0,0,1,1,2,1,1,5,6,4,8,7,8,8,14,19,62,200,1215,590,2219,1599,4198,.,.
JPN,2006,2,short,3,6,30,15,11,5,8,11,11,11,11,14,23,31,42,67,126,212,382,611,1102,916,1401,1295,1739,.,.
JPN,2006,2,short,3,7,80,16,5,6,9,14,20,28,43,76,118,169,263,445,788,1646,3482,7770,26923,16887,43039,34961,68859,.,.
JPN,2006,2,short,3,8,8,2,1,4,6,4,8,14,30,69,116,182,260,371,605,1179,2490,5610,18074,12056,27739,23692,40673,.,.
JPN,2006,2,short,3,9,0,0,0,0,1,1,1,2,3,5,8,13,25,45,85,163,323,654,1648,1268,2257,2024,3004,.,.
JPN,2006,2,short,3,10,48,21,5,2,3,7,5,7,10,11,14,36,59,105,228,548,1429,3866,17825,9958,30459,23801,51739,.,.
JPN,2006,2,short,3,11,64,10,2,0,2,5,4,8,8,11,15,26,44,79,162,377,839,1781,5863,3768,9227,7577,14501,.,.
JPN,2006,2,short,3,12,46,4,3,0,2,3,6,13,20,30,43,63,88,140,244,431,816,1546,4601,3118,6982,5816,10710,.,.
JPN,2006,2,short,3,13,2,1,0,1,2,1,2,5,5,9,13,18,30,50,85,127,203,269,585,409,869,677,1484,.,.
JPN,2006,2,short,3,14,4,2,1,1,1,1,3,7,9,6,8,17,36,55,121,249,539,1343,4660,2998,7331,6249,10787,.,.
JPN,2006,2,short,3,15,1861,41,9,5,4,5,4,4,4,3,5,7,6,7,9,13,21,42,74,60,97,84,139,.,.
JPN,2006,2,short,3,16,160,56,27,22,110,190,202,172,183,195,195,246,295,331,448,600,926,1529,3152,2363,4420,3788,6440,.,.
JPN,2007,2,short,3,0,2450,204,84,72,170,282,319,390,582,846,1333,2029,2921,4114,6176,10561,19032,36401,107193,71517,164550,136632,249237,.,.
JPN,2007,2,short,3,1,80,16,5,4,3,5,4,5,6,10,15,28,50,93,182,356,654,1046,2157,1674,2932,2564,4048,.,.
JPN,2007,2,short,3,2,48,19,17,19,23,36,51,114,227,387,702,1167,1704,2243,3036,4490,6700,9944,17477,14914,21597,20511,24892,.,.
JPN,2007,2,short,3,3,8,2,2,1,1,2,2,1,3,4,6,9,12,15,27,53,98,174,506,330,789,695,1074,.,.
JPN,2007,2,short,3,4,46,5,1,2,3,2,3,5,8,13,19,31,48,75,133,225,420,837,2192,1507,3293,2893,4508,.,.
JPN,2007,2,short,3,5,0,0,0,0,1,2,4,4,6,7,5,7,6,8,16,24,61,209,1371,669,2499,1754,4757,.,.
JPN,2007,2,short,3,6,34,14,5,7,8,10,10,6,11,17,19,29,49,72,126,222,391,645,1161,966,1475,1336,1894,.,.
JPN,2007,2,short,3,7,78,17,5,5,9,12,18,32,45,68,108,162,248,419,751,1601,3339,7514,26900,16600,43461,35099,68827,.,.
JPN,2007,2,short,3,8,6,0,1,2,3,6,7,19,32,67,129,178,237,352,548,1115,2337,5185,17349,11206,27225,22539,41438,.,.
JPN,2007,2,short,3,9,2,0,0,0,1,0,1,1,5,6,11,16,31,52,90,161,351,701,1718,1274,2433,2150,3290,.,.
JPN,2007,2,short,3,10,56,27,9,3,4,4,5,6,6,11,17,29,52,99,225,521,1397,3777,17270,9651,29519,22675,50280,.,.
JPN,2007,2,short,3,11,52,10,2,1,4,5,5,7,8,8,19,25,45,82,170,357,810,1766,5925,3759,9409,7539,15079,.,.
JPN,2007,2,short,3,12,34,8,1,1,2,3,4,14,17,28,48,69,94,138,233,438,803,1510,4513,3031,6897,5738,10410,.,.
JPN,2007,2,short,3,13,0,1,1,0,1,1,3,3,3,8,11,19,29,48,83,121,207,279,563,377,861,665,1456,.,.
JPN,2007,2,short,3,14,4,1,1,1,0,1,4,3,7,8,8,18,30,54,108,236,534,1325,4717,3063,7376,6280,10699,.,.
JPN,2007,2,short,3,15,1863,42,6,5,4,5,4,3,4,4,3,5,7,8,11,15,24,32,64,53,82,82,83,.,.
JPN,2007,2,short,3,16,138,45,27,23,103,190,197,166,194,201,211,237,279,356,437,626,905,1457,3308,2441,4703,4110,6501,.,.
JPN,2008,2,short,3,0,2483,202,85,64,189,278,322,415,586,850,1306,1966,2859,4034,5988,10431,18803,36345,107699,71028,167189,136985,254729,.,.
JPN,2008,2,short,3,1,98,17,4,3,3,3,6,6,5,10,15,26,53,100,176,355,664,1058,2114,1608,2935,2605,3891,.,.
JPN,2008,2,short,3,2,46,25,21,17,29,31,53,106,223,399,705,1134,1686,2240,3006,4493,6634,10066,17361,14694,21687,20419,25362,.,.
JPN,2008,2,short,3,3,22,2,1,1,1,2,1,3,4,4,5,7,9,14,29,53,94,180,476,319,730,589,1138,.,.
JPN,2008,2,short,3,4,30,3,1,1,2,2,4,7,10,11,13,23,41,80,111,240,439,843,2251,1567,3360,2820,4925,.,.
JPN,2008,2,short,3,5,0,0,0,1,2,2,5,3,8,7,6,6,5,9,14,29,70,214,1505,681,2843,1986,5329,.,.
JPN,2008,2,short,3,6,38,18,6,4,9,8,7,12,12,14,21,31,50,78,122,222,415,725,1322,1080,1713,1549,2188,.,.
JPN,2008,2,short,3,7,60,12,7,4,6,13,17,23,46,72,106,151,249,399,742,1551,3284,7426,27233,16451,44723,35206,72307,.,.
JPN,2008,2,short,3,8,2,2,3,1,4,7,11,14,32,68,119,183,229,345,519,1047,2156,4948,16928,10846,26796,22171,40201,.,.
JPN,2008,2,short,3,9,0,0,0,0,0,1,2,1,2,7,9,14,31,53,81,179,347,703,1780,1334,2504,2251,3239,.,.
JPN,2008,2,short,3,10,78,20,8,3,5,4,5,7,8,13,20,35,56,91,206,518,1392,3714,17381,9621,29969,22784,50794,.,.
JPN,2008,2,short,3,11,62,13,3,2,4,2,3,5,9,11,17,23,41,71,160,351,801,1781,6197,3887,9945,7827,16086,.,.
JPN,2008,2,short,3,12,56,4,0,2,2,2,6,12,22,28,54,69,91,131,214,443,803,1559,4450,3016,6776,5703,9887,.,.
JPN,2008,2,short,3,13,0,1,1,1,2,2,4,3,5,8,13,17,23,38,68,123,202,303,650,467,947,734,1562,.,.
JPN,2008,2,short,3,14,10,2,1,0,1,2,2,6,5,9,7,16,32,60,114,232,556,1335,4732,3062,7441,6217,10989,.,.
JPN,2008,2,short,3,15,1815,41,8,3,7,4,4,3,3,2,2,4,6,8,8,7,23,31,60,56,66,53,103,.,.
JPN,2008,2,short,3,16,168,43,21,21,112,193,192,203,193,187,194,227,258,317,417,588,922,1459,3259,2338,4753,4072,6727,.,.
JPN,2009,2,short,3,0,2139,197,87,71,162,285,332,397,578,851,1293,1911,2726,3862,5855,9799,17855,34723,104193,68387,163319,132595,247626,.,.
JPN,2009,2,short,3,1,76,18,3,2,2,2,3,3,6,10,15,31,55,89,164,340,632,1054,2116,1640,2903,2539,3901,.,.
JPN,2009,2,short,3,2,45,29,27,21,18,32,61,110,220,396,683,1088,1593,2166,3038,4307,6483,9847,17349,14685,21749,20357,25566,.,.
JPN,2009,2,short,3,3,8,3,0,0,1,1,1,4,2,3,7,6,11,13,28,44,83,175,470,317,722,576,1124,.,.
JPN,2009,2,short,3,4,31,7,1,1,1,3,4,5,6,10,18,28,45,66,107,203,378,781,2159,1502,3243,2745,4608,.,.
JPN,2009,2,short,3,5,0,0,0,0,2,3,5,5,5,6,8,9,7,10,9,29,68,245,1557,720,2940,2010,5492,.,.
JPN,2009,2,short,3,6,35,15,6,6,5,11,7,9,11,12,21,26,43,67,125,217,402,708,1385,1119,1825,1656,2288,.,.
JPN,2009,2,short,3,7,74,14,7,5,7,12,14,27,47,79,108,157,218,376,681,1400,3006,6980,26576,15910,44188,34704,70211,.,.
JPN,2009,2,short,3,8,8,2,1,3,7,7,8,13,29,59,110,172,220,334,491,943,2073,4547,15466,9881,24689,19992,37578,.,.
JPN,2009,2,short,3,9,0,0,0,0,0,1,1,1,4,4,9,17,29,55,85,179,341,709,1799,1288,2641,2367,3392,.,.
JPN,2009,2,short,3,10,66,14,11,6,4,3,7,7,10,14,20,25,56,89,182,471,1241,3452,16224,8930,28270,21224,47602,.,.
JPN,2009,2,short,3,11,51,8,2,1,3,5,3,5,10,11,14,24,39,65,160,334,769,1750,6219,3828,10167,8041,16000,.,.
JPN,2009,2,short,3,12,45,5,2,1,2,5,5,11,22,30,53,55,86,127,206,409,769,1486,4443,2976,6866,5675,10133,.,.
JPN,2009,2,short,3,13,2,1,0,0,0,2,2,3,4,7,10,18,31,40,71,117,186,294,609,414,932,774,1365,.,.
JPN,2009,2,short,3,14,12,3,0,0,1,2,5,6,8,7,7,14,29,49,103,242,539,1262,4645,2897,7532,6043,11618,.,.
JPN,2009,2,short,3,15,1567,48,5,4,5,5,3,3,5,5,2,4,5,6,6,12,15,34,57,48,70,66,82,.,.
JPN,2009,2,short,3,16,119,33,22,20,104,191,203,184,188,198,208,236,259,309,399,552,868,1400,3119,2232,4584,3826,6666,.,.
JPN,2010,2,short,3,0,2141,201,80,71,165,255,291,409,567,827,1276,1937,2755,3961,5958,9812,17989,34899,107544,69808,168757,135416,259819,.,.
JPN,2010,2,short,3,1,89,21,2,3,4,3,2,5,8,9,16,30,50,87,162,316,637,1033,2250,1754,3054,2668,4108,.,.
JPN,2010,2,short,3,2,37,24,25,21,22,30,55,115,217,392,661,1091,1645,2250,3046,4320,6480,9848,17732,14836,22428,20946,26477,.,.
JPN,2010,2,short,3,3,19,1,0,2,1,2,1,1,3,2,5,4,9,14,26,49,89,177,478,323,730,602,1079,.,.
JPN,2010,2,short,3,4,23,2,2,1,1,4,4,5,8,12,19,28,43,66,110,208,393,782,2271,1523,3483,2876,5142,.,.
JPN,2010,2,short,3,5,0,0,0,0,2,0,4,5,3,6,10,5,8,7,12,27,76,256,1767,792,3348,2314,6171,.,.
JPN,2010,2,short,3,6,54,19,8,5,9,10,10,9,14,13,19,29,49,75,128,232,431,776,1615,1280,2157,1912,2825,.,.
JPN,2010,2,short,3,7,58,13,5,5,8,11,12,24,42,64,97,160,229,375,683,1365,3125,7060,27375,16085,45686,35229,74248,.,.
JPN,2010,2,short,3,8,10,2,2,3,2,6,8,14,32,55,110,174,194,310,489,889,1927,4359,15268,9547,24549,19917,37199,.,.
JPN,2010,2,short,3,9,0,0,0,0,1,0,3,3,3,4,9,18,29,59,105,187,376,746,1968,1463,2786,2383,3886,.,.
JPN,2010,2,short,3,10,37,20,7,4,3,6,5,6,8,12,16,29,53,95,192,484,1229,3444,16606,9068,28834,21315,49371,.,.
JPN,2010,2,short,3,11,50,8,1,2,2,3,3,5,8,9,13,24,40,71,154,362,828,1876,6745,4087,11057,8520,17985,.,.
JPN,2010,2,short,3,12,71,5,3,0,2,3,4,10,15,32,52,62,100,132,216,403,726,1411,4523,3001,6992,5712,10489,.,.
JPN,2010,2,short,3,13,2,0,1,0,3,1,1,4,5,8,11,15,23,41,83,127,199,327,632,462,909,690,1505,.,.
JPN,2010,2,short,3,14,12,3,1,0,1,2,2,6,7,3,11,16,32,52,105,247,523,1303,4833,3090,7659,6125,11849,.,.
JPN,2010,2,short,3,15,1554,46,5,4,4,4,3,4,4,7,5,6,6,8,10,10,17,31,57,43,80,72,104,.,.
JPN,2010,2,short,3,16,125,38,20,20,101,171,175,193,191,198,224,246,247,317,437,585,933,1469,3426,2452,5005,4135,7381,.,.
JPN,2011,2,short,3,0,2342,273,132,102,212,325,377,456,638,924,1414,2031,2931,4198,6181,10011,18210,35523,108954,70446,170455,136543,263953,.,.
JPN,2011,2,short,3,1,97,14,3,1,1,2,3,4,5,9,16,28,49,91,152,302,602,1075,2291,1772,3121,2748,4152,.,.
JPN,2011,2,short,3,2,38,22,22,21,24,32,51,111,222,384,666,1067,1632,2290,3067,4258,6459,9787,17533,14627,22175,20539,26687,.,.
JPN,2011,2,short,3,3,11,3,1,1,1,3,1,1,2,3,6,9,10,18,28,50,83,147,471,329,699,593,991,.,.
JPN,2011,2,short,3,4,25,3,0,1,1,2,2,5,10,12,18,28,41,65,109,196,385,760,2299,1537,3516,2876,5282,.,.
JPN,2011,2,short,3,5,0,0,0,0,1,3,3,7,5,6,8,6,8,12,11,30,91,289,2016,942,3732,2584,6896,.,.
JPN,2011,2,short,3,6,25,16,6,2,8,8,8,11,7,13,25,33,46,92,136,232,467,892,1924,1495,2610,2280,3518,.,.
JPN,2011,2,short,3,7,63,17,4,5,7,12,15,25,39,70,114,139,227,386,695,1354,3022,6989,27417,16021,45619,34873,75246,.,.
JPN,2011,2,short,3,8,2,1,2,3,2,4,7,14,35,63,108,156,200,310,468,880,1839,4287,15080,9323,24273,19409,37683,.,.
JPN,2011,2,short,3,9,2,1,0,0,1,2,1,2,4,7,10,19,30,62,112,185,380,769,2042,1468,2958,2573,4020,.,.
JPN,2011,2,short,3,10,65,27,6,3,4,5,6,7,10,12,25,32,53,109,199,470,1266,3516,16811,9156,29038,21803,48987,.,.
JPN,2011,2,short,3,11,61,9,3,3,2,3,4,6,8,11,17,23,41,67,158,376,826,1869,7029,4241,11481,8840,18764,.,.
JPN,2011,2,short,3,12,46,5,4,1,2,1,5,8,17,35,48,67,99,125,210,397,723,1491,4504,2942,6998,5667,10667,.,.
JPN,2011,2,short,3,13,0,1,0,1,0,2,3,4,4,5,14,14,29,43,70,116,203,324,687,497,992,802,1515,.,.
JPN,2011,2,short,3,14,6,1,1,0,1,2,2,4,7,6,7,14,32,57,113,235,538,1332,4911,3129,7757,6292,11794,.,.
JPN,2011,2,short,3,15,1714,50,6,4,5,3,4,2,4,3,4,5,7,9,9,11,20,34,62,48,85,72,122,.,.
JPN,2011,2,short,3,16,186,104,73,55,151,240,261,245,260,286,330,391,428,463,644,919,1305,1961,3875,2920,5401,4593,7627,.,.
JPN,2012,2,short,3,0,2133,205,78,72,155,235,302,374,523,808,1213,1891,2641,3860,5864,9440,17439,34670,109027,69899,170456,136102,266771,.,.
JPN,2012,2,short,3,1,88,23,5,2,3,1,4,5,5,10,11,24,47,90,146,311,592,1042,2357,1761,3293,2856,4518,.,.
JPN,2012,2,short,3,2,40,29,20,20,25,29,54,106,210,396,643,1070,1584,2211,3033,4198,6275,9793,17859,14929,22459,20910,26804,.,.
JPN,2012,2,short,3,3,10,3,0,1,2,0,1,1,2,3,4,8,12,16,23,48,89,174,473,324,706,612,971,.,.
JPN,2012,2,short,3,4,15,5,1,1,2,3,3,4,10,15,13,29,39,64,107,186,391,776,2236,1491,3405,2806,5085,.,.
JPN,2012,2,short,3,5,0,0,0,0,1,1,3,5,6,7,8,8,7,10,16,34,93,331,2299,1055,4252,2861,8151,.,.
JPN,2012,2,short,3,6,48,14,9,7,6,9,9,11,11,11,17,30,46,79,139,244,499,968,2263,1709,3133,2803,4058,.,.
JPN,2012,2,short,3,7,54,17,5,5,8,11,15,23,36,64,109,153,209,382,684,1326,2994,6840,27471,15757,45861,35030,76228,.,.
JPN,2012,2,short,3,8,2,1,0,4,5,5,8,15,30,52,90,146,193,276,473,801,1719,3999,14636,9004,23477,18715,36828,.,.
JPN,2012,2,short,3,9,2,0,0,0,0,1,2,1,4,5,13,19,31,58,110,183,371,766,1999,1475,2823,2446,3879,.,.
JPN,2012,2,short,3,10,69,19,7,2,4,4,5,5,9,11,16,28,52,90,189,449,1213,3394,16365,8942,28019,20842,48141,.,.
JPN,2012,2,short,3,11,65,8,3,2,2,2,2,4,6,9,15,21,37,75,160,365,835,1950,7208,4242,11863,9015,19848,.,.
JPN,2012,2,short,3,12,58,6,1,2,1,4,6,6,19,27,47,71,86,125,203,372,711,1482,4607,2994,7139,5811,10864,.,.
JPN,2012,2,short,3,13,2,2,0,1,1,1,2,3,3,7,9,16,24,35,69,113,199,321,719,501,1062,842,1678,.,.
JPN,2012,2,short,3,14,6,1,1,0,1,2,3,6,6,7,8,15,31,59,98,232,531,1325,4961,3163,7785,6334,11855,.,.
JPN,2012,2,short,3,15,1565,52,9,4,3,4,5,3,5,3,4,5,5,9,7,10,19,29,63,50,84,86,81,.,.
JPN,2012,2,short,3,16,109,26,18,21,91,158,181,175,161,183,206,248,238,282,406,569,910,1482,3511,2504,5092,4133,7781,.,.
JPN,2013,2,short,3,0,1986,172,71,65,135,239,268,372,514,774,1232,1859,2608,3890,5715,9143,16899,33884,107856,69012,167729,133768,264891,.,.
JPN,2013,2,short,3,1,77,14,4,3,2,2,2,5,7,10,12,31,46,81,137,269,527,1003,2256,1734,3062,2728,4015,.,.
JPN,2013,2,short,3,2,36,25,29,16,24,30,51,108,211,370,644,1061,1532,2273,3040,4148,6292,9713,17875,14959,22370,20686,27187,.,.
JPN,2013,2,short,3,3,13,2,0,1,1,1,1,1,1,2,6,6,7,15,23,40,95,169,472,318,710,602,1019,.,.
JPN,2013,2,short,3,4,24,2,2,3,1,3,2,5,9,11,20,25,33,62,96,171,350,724,2182,1444,3319,2745,4959,.,.
JPN,2013,2,short,3,5,0,1,0,0,1,3,1,4,4,5,7,8,6,11,22,38,99,360,2517,1133,4650,3256,8639,.,.
JPN,2013,2,short,3,6,30,21,5,5,5,7,5,10,11,13,17,33,56,85,152,263,522,1031,2605,1904,3684,3095,5370,.,.
JPN,2013,2,short,3,7,60,14,3,4,6,8,15,28,29,63,100,151,212,366,637,1237,2763,6636,27028,15492,44810,34133,75354,.,.
JPN,2013,2,short,3,8,0,1,2,2,2,6,8,13,27,53,99,135,200,261,430,732,1569,3816,14169,8796,22451,17902,35464,.,.
JPN,2013,2,short,3,9,2,0,0,0,1,0,2,2,3,7,15,22,33,56,101,182,360,744,2069,1478,2980,2551,4208,.,.
JPN,2013,2,short,3,10,45,17,2,2,3,4,6,7,8,12,19,30,54,92,185,438,1169,3223,15751,8498,26929,20025,46681,.,.
